Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Amy's Family Day Care,Burnaby,604-522-0748,,"6088 Sperling Ave, Burnaby, BC V5E 2T9",,,,,,Y
Angel Smile Child Care,Burnaby,778-885-6330,,"6969 Sussex Ave, Burnaby, BC V5J 3V1",,,,,,Y
Angel Wings Daycare Center,Burnaby,604-551-6090,,"7444 Edmonds St, Burnaby, BC V3N 1A8",,,,,,Y
Angels Playhouse Daycare Society (Buffalo St),Burnaby,604-809-3868,,"7189 Buffalo St, Burnaby, BC V5A 1Z1",,,,,,Y
Angels Playhouse Daycare Society (Clinton St),Burnaby,604-809-3868,,"5288 Clinton St, Burnaby, BC V5J 2L6",,,,,,Y
Angels Playhouse Daycare Society (Grafton St),Burnaby,604-809-3868,,"4529 Grafton St, Burnaby, BC V5H 1L8",,,,,,Y
Angels Playhouse Daycare Society (Kentwood St),Burnaby,604-809-3868,,"7650 Kentwood St, Burnaby, BC V5Z 2E7",,,,,,Y
Angels Playhouse Daycare Society (Sherban Ct),Burnaby,604-809-3868,,"5798 Sherban Crt, Burnaby, BC V5B 4P2",,,,,,Y
Angels Playhouse Daycare Society (Sperling Ave),Burnaby,604-809-3868,,"6850 Sperling Ave, Burnaby, BC V5E 2V9",,,,,,Y
Angels Playhouse Infant & Toddler Child Care Centre,Burnaby,604-809-3868,,"103 7339 Macpherson Ave, Burnaby, BC V5J 0B1",,,,,,Y
Angels Playhouse Infant & Toddler Childcare Centre -Creslawn,Burnaby,604-809-3868,,"1361 Crestlawn Dr, Burnaby, BC V5B 3J9",,,,,,Y
Angels Playhouse Infant And Toddler Childcare Centre(Rumble),Burnaby,604-809-3868,,"5588 Rumble St, Burnaby, BC V5J 2C1",,,,,,Y
Apple Island Childcare,Burnaby,604-721-7488,,"7487 Holly St, Burnaby, BC V5E 2C3",,,,,,Y
Apple Island Childcare,Burnaby,604-721-7488,,"6859 Dow Ave, Burnaby, BC V5J 3X1",,,,,,Y
Apple Tree Family Daycare,Burnaby,604-515-7503,,"7924 Nursery St, Burnaby, BC V5E 2B7",Y,Y,,Y,,Y
Ark And Rainbow Child Care,Burnaby,845-006-8666,,"4869 Colbrook Crt, Burnaby, BC V5G 3Y3",Y,,,Y,Y,Y
Armstrong Daycare,Burnaby,604-338-4968,,"8688 Armstrong Ave, Burnaby, BC V3N 2H6",Y,Y,Y,Y,Y,Y
Ask Or Imagine Christian Children's Center,Burnaby,604-970-2625,,"6344 Sperling Ave, Burnaby, BC V5E 2V4",,,,,,Y
Astro Childcare,Burnaby,604-438-8585,,"4108 Manor St, Burnaby, BC V5G 1B1",,,,,,Y
Aubrey Daycare Centre,Burnaby,604-677-0012,,"6409 Aubrey St, Burnaby, BC V5B 2C9",,,,,,Y
Aubrey Daycare Centre,Burnaby,604-677-0012,,"947 Sperling Ave, Burnaby, BC V5B 4H7",,,,,,Y
Aubrey Daycare Centre,Burnaby,604-677-0012,,"949 Sperling Ave, Burnaby, BC V5B 4H7",,,,,,Y
Baby Angel Early Learning Inc,Burnaby,778-885-6330,,"4536 Irmin St, Burnaby, BC V5J 1X7",Y,,,Y,Y,Y
Baby Beluga Early Learning & Play House,Burnaby,778-846-5120,,"5450 Moreland Dr, Burnaby, BC V5G 1Z8",,,,,,Y
Baby Club Childcare,Burnaby,778-302-6919,,"7538 Tyndale Cres, Burnaby, BC V5A 4K1",,,,,,Y
Baby Home Child Care Centre,Burnaby,778-829-8684,,"7931 Goodlad St, Burnaby, BC V5E 2H8",,,,,,Y
Baby Smile Childcare,Burnaby,778-302-6919,,"7348 Stride Ave, Burnaby, BC V3N 1V2",,,,,,Y
Baby Square Daycare,Burnaby,778-302-6919,,"4045 Union St, Burnaby, BC V5C 2W9",,,,,,Y
Bcit Student Association Childcare Centre,Burnaby,604-432-8600,,"4703 Wayburne Dr, Burnaby, BC V5G 3L1",Y,Y,,,,Y
Bear Cubs Childcare,Burnaby,778-898-6338,,"3530 Colter Crt, Burnaby, BC V5A 2Y6",,,,,,Y
Bear House Daycare At Rosewood,Burnaby,778-998-5599,,"7978 Rosewood St, Burnaby, BC V5E 2H3",Y,Y,Y,Y,,Y
Bear Paws Child Care,Burnaby,604-563-6825,,"6842 Gilley Ave, Burnaby, BC V5J 4W7",,,,,,Y
Bear's House Child Care,Burnaby,604-721-7488,,"4609 Rumble St, Burnaby, BC V5J 2A8",,,,,,Y
Bee House Montessori Day Care I,Burnaby,604-433-9769,,"7283 Nelson Ave, Burnaby, BC V5J 4C2",,,,,,Y
Bee House Montessori Day Care Ii,Burnaby,604-814-4584,,"3855 Sunset St, Burnaby, BC V5G 1T4",,,,,,Y
Beehive Christian Early Learning,Burnaby,604-521-6601,,"8255 13 Ave, Burnaby, BC V3N 2G6",,,,,,Y
Beyond Care,Burnaby,604-521-8748,,"8350 11Th Ave, Burnaby, BC V3N 2P4",,,,,,Y
"Blessed Generations Academy - Canada Way, Burnaby",Burnaby,604-618-4767,,"7837 Canada Way, Burnaby, BC V3N 3K8",,,,,,Y
Boo Boo Daycare,Burnaby,778-938-8871,,"6209 Elgin Ave, Burnaby, BC V5H 3S3",,,,,,Y
Brentwood Montessori Child Care Ltd.,Burnaby,604-294-2671,,"101-1950 Bellwood Ave, Burnaby, BC V5B 4Z3",,,,,,Y
Brentwood Park Plus,Burnaby,604-292-1290,,"1455 Delta Ave, Room B, Burnaby, BC V5B 3G4",,,Y,,,Y
Bright Beginnings Fine Arts Preschool Ltd,Burnaby,604-818-2376,,"201-5262 Rumble St, Burnaby, BC V5J 2B6",,,,,,Y
Bright Star Montessori School Inc,Burnaby,778-861-8876,,"7591 Gray Ave, Burnaby, BC V5J 3Z4",,,,,,Y
Brightstart Children's Academy Ltd,Burnaby,778-883-0529,,"2830 Bainbridge Ave, Burnaby, BC V5A 3W7",,,,,,Y
Broadway Bilingual Daycare,Burnaby,604-444-4706,,"6644 Broadway, Burnaby, BC V5B 2Y5",,,,,,Y
Buckingham Little Stars Childcare Center,Burnaby,778-898-6338,,"6130 Buckingham Pl, Burnaby, BC V5E 2A4",,,,,,Y
Buckingham Tots Child Care Center,Burnaby,604-337-0064,,"7461 Stanley St, Burnaby, BC V5E 3Z6",,,,,,Y
Building Block Daycare,Burnaby,604-437-5985,,"3430 Douglas Rd, Burnaby, BC V5G 3P4",,,,,,Y
Burnaby French Language Preschool,Burnaby,604-432-1323,,"6060 Marlborough Ave, Burnaby, BC V5H 3L7",,Y,,,,Y
Burnaby Lake Childcare,Burnaby,604-728-0613,,"4578 Brentlawn Dr, Burnaby, BC V5C 3V1",,,,,,Y
Burnaby Lakeview Daycare,Burnaby,778-990-3981,,"7020 Sperling Ave, Burnaby, BC V5E 2W3",,,,,,Y
Burnaby Lakeview Early Learning Centre,Burnaby,604-522-5515,,"7777 Mayfield St, Burnaby, BC V5E 2J5",,,,,,Y
Burnaby Montessori School Ltd,Burnaby,604-558-1661,,"5489 Kingsway, Burnaby, BC V5H 2G1",,,,,,Y
Burnaby-South Childcare Centre,Burnaby,604-808-7623,,"7225 Gilley Ave, Burnaby, BC V5J 4W9",,,,,,Y
Burquitlam Childcare,Burnaby,604-421-2919,,"9847 Lyndhurst St, Burnaby, BC V3J 1E9",,,,,,Y
Busy Bee Montessori Children's House,Burnaby,604-603-5687,,"5749 Elsom Ave, Burnaby, BC V5H 2Z8",,,,,,Y
C.J.'S School Age Fun Daycare,Burnaby,604-525-6497,,"7429 Imperial St, Burnaby, BC V5E 1P1",,,,,,Y
Cameron Children's Centre,Burnaby,604-526-2522,,"9838 Cameron St, Burnaby, BC V3J 0B4",,,,,,Y
Cameron ymca Kids Club,Burnaby,604-421-6560,,"9540 Erickson Dr, Burnaby, BC V3J 1M9",,,,,,Y
Capitol Hill Children's Centre,Burnaby,778-727-1310,,"5750 Pandora St, Burnaby, BC V5B 3V1",,,,,,Y
Capitol Hill ymca Kids Club,Burnaby,604-294-3013,,"350 Holdom Ave, Burnaby, BC V5B 3V1",,,,,,Y
Captain Alpha Childcare,Burnaby,778-888-8132,,"4304 Parker St, Burnaby, BC V5C 3C5",,,,,,Y
Cariboo Kids Daycare,Burnaby,604-527-7200,,"7200 Cariboo Rd, Burnaby, BC V3N 4A7",,,,,,Y
Caring Daycare,Burnaby,604-525-9580,,"7544 14Th Ave, Burnaby, BC V3N 2A1",,,,,,Y
Ccaa Child Care Centre,Burnaby,778-322-0288,,"5069 Inman Ave, Burnaby, BC V5G 2Y7",,,,,,Y
Cefa Early Learning Brentwood,Burnaby,604-565-3333,,"Lm100-4664 Lougheed Hwy, Burnaby, BC V5C 5T5",,,,,,Y
Children's Reef Learning Center Ltd.,Burnaby,778-837-4672,,"3722 Frances St, Burnaby, BC V5C 2N8",,,,,,Y
Chris' Home Daycare,Burnaby,604-363-4669,,"7110 Maureen Cres, Burnaby, BC V5A 1H4",,Y,,,,Y
Christine Sinclair Child Care Centre,Burnaby,778-300-2660,,"3713 Kensington Ave, Burnaby, BC V5B 0A7",,Y,,,,Y
Ciping Daycare,Burnaby,778-388-7632,,"6357 Neville St, Burnaby, BC V5E 1A5",,,,,,Y
Clinton Neighbourhood Care,Burnaby,604-435-1222,,"5858 Clinton St, Burnaby, BC V5J 2M3",,Y,Y,,,Y
Core Education & Fine Arts,Burnaby,604-299-2373,,"4970 Canada Way, Burnaby, BC V5G 1M4",,,,,,Y
Core Education & Fine Arts - Kingsway,Burnaby,604-719-4050,,"4021 Kingsway, Burnaby, BC V5H 1Y9",,,,,,Y
Cozy Corner Tots,Burnaby,604-629-3555,,"4842 Brentlawn Dr, Burnaby, BC V5C 3V5",,,,,,Y
Creative Tots Montessori & Daycare,Burnaby,236-476-2268,,"3756 Burke St, Burnaby, BC V5H 1A2",,,,,,Y
Crescendo Childcare Centre,Burnaby,604-808-7623,,"4663 Hastings St, Burnaby, BC V5C 2K6",,,,,,Y
Dandelion Daycare Centre,Burnaby,604-566-2666,,"5870 Rumble St, Burnaby, BC V5J 2C4",,,,,,Y
Deer Lake Child Care,Burnaby,604-294-4988,,"5135 Sperling Ave, Burnaby, BC V5E 2T2",,,,,,Y
Deer Lake Seventh-Day Adventist School,Burnaby,604-816-5845,,"5550 Gilpin St, Burnaby, BC V5G 2H6",,,,,,Y
Dharma Kids Centre,Burnaby,604-420-2604,,"3821 Piper Ave, Burnaby, BC V5A 3B2",,,,,,Y
Discovery Childcare Centre,Burnaby,778-397-2892,,"49 7411 12 Ave, Burnaby, BC V3N 2K2",,,,,,Y
Douglas Road Neighbourhood Care,Burnaby,604-298-7094,,"4861 Canada Way, Burnaby, BC V5G 1L7",,,Y,,,Y
Dreamland Infant And Toddler Daycare Center,Burnaby,604-298-7772,,"5365 Venables St, Burnaby, BC V5B 1X9",,,,,,Y
E2 Childcare,Burnaby,604-658-0792,,"4642 Irmin St, Burnaby, BC V5J 1X9",,,,,,Y
Early Learning Childcare Centre,Burnaby,778-898-9593,,"6619 Brantford Ave, Burnaby, BC V5E 2R9",,,,,,Y
Early Steps,Burnaby,604-862-6980,,"4890 Hastings St, Burnaby, BC V5C 2K9",,,,,,Y
Early Steps Highgate,Burnaby,604-544-5770,,"7327 Edmonds St, Burnaby, BC V3N 1A7",,,,,,Y
Edmonds Childcare Centre,Burnaby,778-227-8930,,"7496 Edmonds St, Burnaby, BC V3N 1B2",Y,Y,,Y,Y,Y
Educare 2 Childcare Centre,Burnaby,604-808-7623,,"5988 Leibly Ave, Burnaby, BC V5E 3C8",,,,,,Y
Educare Children's  Centre,Burnaby,604-808-7623,,"5715 Royal Oak Ave, Burnaby, BC V5H 3N3",,,,,,Y
Eminent Stars Daycare Ltd,Burnaby,778-223-2698,,"3986 Rumble St, Burnaby, BC V5J 1Z6",,,,,,Y
Fabulous Kidz Childcare,Burnaby,778-386-8889,,"4677 Northview Crt, Burnaby, BC V5H 1E4",,,,,,Y
Fantastic Kidz Childcare,Burnaby,778-386-8889,,"7233 Dow Ave, Burnaby, BC V5J 3X3",,,,,,Y
First Path Childcare,Burnaby,778-688-2335,,"185 & 190-5665 Kingsway, Burnaby, BC V5H 2G4",,,,,,
Foccus Kids Family Child Care,Burnaby,778-866-0721,,"47-6670 Rumble St, Burnaby, BC V5E 4L4",,,,,,Y
Forest City Children's Centre,Burnaby,604-433-2324,,"5855 Imperial St, Burnaby, BC V5J 1G4",,,,,,Y
Forest Grove Childcare Centre,Burnaby,604-339-6340,,"36-8650 Cinnamon Dr, Burnaby, BC V5A 4H7",,,,,,Y
Fraser Montessori Daycare,Burnaby,604-553-0781,,"6269  14Th Ave, Burnaby, BC V3N 1Y7",,,,,,Y
Galaxy Daycare Centre Ltd,Burnaby,604-218-4961,,"8187 Woodlake Crt, Burnaby, BC V5A 3P3",,,,,,Y
Gilmore Preschool,Burnaby,604-618-4333,,"50 Gilmore Ave, Burnaby, BC V5C 4P5",,,,,,Y
Gilpin Neighbourhood Care,Burnaby,604-298-5355,,"5433 Ivar Pl, Burnaby, BC V5G 2C6",,Y,Y,,,Y
Giraffe Childcare Center,Burnaby,778-512-3678,,"3925 Oxford St, Burnaby, BC V5C 1C4",Y,,,,,Y
Gold Key Childcare Center,Burnaby,778-388-6169,,"6141 Elgin Ave, Burnaby, BC V5H 3S3",,Y,,Y,,Y
Golden Apple Daycare,Burnaby,604-781-1516,,"2181 Sperling Ave, Burnaby, BC V5B 4K6",,,,,,Y
Grace Montessori Daycare,Burnaby,778-986-5168,,"7588 Cariboo Rd, Burnaby, BC V3N 4A9",,,,,,Y
Graham Montessori School (Oos),Burnaby,778-397-0191,,"8260 13Th Ave, Burnaby, BC V3N 2G5",,,,,,Y
Growing Minds Child Care Centre,Burnaby,604-442-4917,,"7456 19 Ave, Burnaby, BC V3N 1E4",,,,,,Y
Gummy Bears Child Care,Burnaby,778-927-8133,,"6288 Service St, Burnaby, BC V5H 1V8",,,,,,Y
Gummy Bears Child Care,Burnaby,778-927-8133,,"6719 Brantford Ave, Burnaby, BC V5E 2R9",,,,,,Y
Gym Bears Child Care,Burnaby,778-927-8133,,"6428 Selma Ave, Burnaby, BC V5H 3R4",,,,,,Y
Hand In Hand Child Care,Burnaby,604-525-7996,,"5128 Sidley St, Burnaby, BC V5J 1T5",,,,,,Y
Happy Bird Daycare,Burnaby,778-903-4237,,"7545 18Th Ave, Burnaby, BC V3N 1J1",,,,,,Y
Happy Face Family Child Care,Burnaby,604-435-0880,,"6965 Aubrey St, Burnaby, BC V5B 2E4",Y,Y,,Y,Y,Y
Happy Fairies Academy,Burnaby,236-485-5803,,"6877 Broadway, Burnaby, BC V5B 2Y7",Y,Y,Y,,,Y
Happy Feet Childcare Centre,Burnaby,604-808-7623,,"6550 Clinton St, Burnaby, BC V5E 1A4",,,,,,Y
Happy Gogo Childcare Centre,Burnaby,778-320-9988,,"7928 14Th Ave, Burnaby, BC V3N 2B4",,,,,,Y
Happy Owls Childcare,Burnaby,778-386-8889,,"6355 Grant St, Burnaby, BC V5B 2K7",,,,,,Y
Happy Smile Childcare Centre,Burnaby,778-697-0998,,"7615 17Th Ave, Burnaby, BC V3N 1L6",,,,,,Y
Happy Treehouse Family Daycare,Burnaby,604-515-0444,,"8017 19Th Ave, Burnaby, BC V3N 1G2",,,,,,Y
Happyland Infant And Toddler Daycare,Burnaby,778-883-9030,,"6295 Broadway, Burnaby, BC V5B 2Y4",,,,,,Y
Happyland Infant And Toddler Daycare (Dundas),Burnaby,778-883-9030,,"4212 Dundas St, Burnaby, BC V5C 1B1",,,,,,Y
Harmony Family Childcare,Burnaby,604-524-2499,,"7750 Newcombe St, Burnaby, BC V3N 3W4",Y,,,,,Y
Hey Bears Child Care,Burnaby,778-239-8818,,"5815 Ewart St, Burnaby, BC V5J 2X1",,,,,,Y
Hillview Parent Participation Preschool,Burnaby,604-431-0119,,"4340 Carson St, Burnaby, BC V5J 2X9",,,,,,Y
Holy Cross Academy,Burnaby,778-580-8230,,"7876 Nursery St, Burnaby, BC V5E 2B4",Y,Y,,,,Y
Honey Bees Studio Daycare,Burnaby,604-527-6760,,"7854 6Th St, Burnaby, BC V3N 3N3",,,,,,Y
House Of Angels,Burnaby,778-881-2693,,"7610 Dow Ave, Burnaby, BC V5J 3X6",,,,,,Y
Hula Bears Child Care,Burnaby,778-239-8818,,"4556 Clinton Street, Burnaby, BC V5J 2K5",,,,,,Y
Hummingbird Learning House,Burnaby,778-302-4647,,"8049 Macpherson Ave, Burnaby, BC V5J 4P5",,,,,,Y
Hycrest Kids Childcare,Burnaby,778-532-7943,,"6905 Hycrest Dr, Burnaby, BC V5B 2X3",,,,,,Y
Ic Early Learning Center,Burnaby,604-500-5559,,"6336 Royal Oak Ave, Burnaby, BC V5H 3N7",Y,,,,,Y
Ic Early Learning Center (Metrotown),Burnaby,604-500-5559,,"4721 Sardis St, Burnaby, BC V5H 1L4",Y,,,,,Y
Ic Early Learning Center (Morley),Burnaby,604-500-5559,,"7726 Morley St, Burnaby, BC V5E 2K5",Y,,,,,Y
Ic Early Learning Center (Nelson),Burnaby,604-719-1111,,"5989 Nelson Ave, Burnaby, BC V5H 2H8",Y,,,,,Y
Ic Early Learning Center (Sardis B),Burnaby,604-500-5559,,"4845 Sardis St, Burnaby, BC V5H 1L4",Y,,,,,Y
In-Joy Montessori Children's Center,Burnaby,778-688-4585,,"5375 Gilpin St, Burnaby, BC V5G 2H8",,,,,,Y
In-Joy Montessori Children's Centre,Burnaby,778-688-4585,,"6808 Beresford St, Burnaby, BC V5E 4M6",,,,,,Y
Inspirations Montessori School,Burnaby,778-889-5083,,"7980 Gray Ave, Burnaby, BC V5J 4A1",,,,,,Y
Inspirations Montessori School - Irmin,Burnaby,778-889-5083,,"5232 Irmin St, Burnaby, BC V5J 1Y7",,,,,,Y
Jeewoo Daycare,Burnaby,778-386-9242,www.jeewoodaycare.com,"7327 Ethel Ave, Burnaby, BC V3N 2C6",Y,Y,,,,Y
Jellybean Park International Campus,Burnaby,604-539-9898,,"452 4800 Kingsway, Burnaby, BC V5H 4M1",,,,,,
Jellybean Park Junior Campus,Burnaby,604-539-9898,,"2110 4700 Kingsway, Burnaby, BC V5H 4M1",,,,,,Y
Jessie's Tots Educare Centre,Burnaby,778-928-9995,,"4836 Brentlawn Dr, Burnaby, BC V5C 3V5",,,,,,Y
Jessie's Tots Educare Centre A,Burnaby,778-928-9995,,"4871 Highlawn Dr, Burnaby, BC V5C 3T2",,,,,,Y
Jessie's Tots Educare Centre B,Burnaby,778-928-9995,,"4630 Northlawn Dr, Burnaby, BC V5C 3S1",,,,,,Y
Joyful Adventure Child Care,Burnaby,778-697-2742,,"5532 Cedardale Ct, Burnaby, BC V5B 2B8",Y,,,,,Y
Joyful Harmony Child Care,Burnaby,778-885-0219,,"6258 Empress Ave, Burnaby, BC V5E 2S5",,,,,,Y
Kanata Children's Place,Burnaby,672-755-2535,,"3646 Lynndale Cres, Burnaby, BC V5A 3S8",Y,Y,,,,Y
Kathy's Licensed Child Care Centre,Burnaby,604-783-2692,,"6650 Humphries Ave, Burnaby, BC V5E 3J1",,,,,,Y
Keekoz Daycare,Burnaby,604-294-9969,,"4290 Venables St, Burnaby, BC V5C 2Z9",,,,,,Y
Kelli's Little Angels,Burnaby,604-551-6093,,"4652 Brentlawn Dr, Burnaby, BC V5C 3V2",,,,,,Y
Kensington Montessori,Burnaby,604-328-9756,,"310 Boundary Rd N, Burnaby, BC V5K 3S8",,,,,,Y
Kiddie Club Childcare Center,Burnaby,778-861-1313,,"6686 Stanley St, Burnaby, BC V5E 1T8",,,,,,Y
Kiddie Club Childcare Center,Burnaby,778-861-1313,,"6290 Walker Ave, Burnaby, BC V5E 3B4",,,,,,Y
Kiddie Club Infant Toddler Childcare,Burnaby,778-863-8811,,"6177 Leibly Ave, Burnaby, BC V5E 3C7",,,,,,Y
Kiddocare Infant/Toddler Centre,Burnaby,604-230-6148,,"7595 10 Ave, Burnaby, BC V3N 2S1",,,,,,Y
Kids Fun Castle,Burnaby,778-869-3363,,"4620 Pender St, Burnaby, BC V5C 2N3",,,,,,Y
Kids Link Out Of School Care,Burnaby,604-889-1092,,"7502  2Nd St, Burnaby, BC V3N 3R5",,,Y,,,Y
Kids View Studio,Burnaby,604-629-3555,,"4610 Northlawn Dr, Burnaby, BC V5C 3S1",,,,,,Y
Kidtopia Children's House,Burnaby,604-565-6555,,"6745 Hastings St., Burnaby, BC V5B 1S6",,,,,,Y
Kidz Adventure Learning Centre,Burnaby,778-773-9997,,"5165 Hardwick St, Burnaby, BC V5G 1P8",,,,,,Y
Kidz Adventure Learning Centre (Parkcrest),Burnaby,778-872-3992,,"6138 Parkcrest Dr, Burnaby, BC V5B 2S9",,,,,,Y
Kingsway Christian Children's Centre,Burnaby,604-437-3393,,"4061 Kingsway, Burnaby, BC V5H 1Z1",,,,,,Y
Kingsway Christian Children's Centre - Clubhouse,Burnaby,604-437-3393,,"4045 Kingsway, Burnaby, BC V5H 1Y9",,,,,,Y
Kitchener School Age Care,Burnaby,604-526-2522,,"1351 Gilmore Ave, Burnaby, BC V5C 4S8",,,,,,Y
Kool Catz Family Child Care,Burnaby,778-968-6154,,"48-5955 Oakdale Rd, Burnaby, BC V5H 4S5",,,,,,Y
Lael Academy,Burnaby,778-951-1993,,"5467 Hardy Crt, Burnaby, BC V5G 0A6",,,,,,Y
Language Arts Early Learning,Burnaby,236-251-6951,,"8695 10Th Ave, Burnaby, BC V3N 2S9",,,,,,Y
Leela Child Care Center,Burnaby,672-380-4022,,"4176 Gilpin Cres, Burnaby, BC V5G 2K2",Y,Y,,,,Y
Lil Prodigies Centre,Burnaby,604-291-0756,,"7123 Curtis St, Burnaby, BC V5A 1J7",,,,,,Y
Lil' Monkeys Family Childcare,Burnaby,604-451-7571,,"3842 Hertford St, Burnaby, BC V5G 2R4",,,,,,Y
Little Blossom Daycare,Burnaby,604-433-5155,,"7283 Nelson Ave, Burnaby, BC V5J 4C2",,,,,,Y
Little Blossom Daycare - I/T Program,Burnaby,604-433-5156,,"7128 Nelson Ave, Burnaby, BC V5J 4C1",,,,,,Y
Little Butterfly Montessori Childcare,Burnaby,778-683-1338,,"2863 Southcrest Dr, Burnaby, BC V5A 4V4",Y,Y,Y,Y,Y,Y
Little Charm Daycare,Burnaby,778-302-6919,,"4650 Neville St, Burnaby, BC V5J 2H1",,,,,,Y
Little Children Family Daycare,Burnaby,604-431-1918,,"5655 Cedarwood St, Burnaby, BC V5G 2K7",,,,,,Y
Little Dino Childcare Centre,Burnaby,236-428-8878,,"7929 19Th Ave, Burnaby, BC V3N 1E9",,,,,,Y
Little Eden Child Care Center,Burnaby,604-565-3376,,"3755 Fir St, Burnaby, BC V5G 2A4",,,,,,Y
Little Einstein Children's Centre,Burnaby,604-377-1956,,"5014 Smith Ave, Burnaby, BC V5G 2W5",,,,,,Y
Little Harmony Childcare,Burnaby,604-353-5618,,"8616 12Th Ave, Burnaby, BC V3N 2L9",,,,,,Y
Little Hat Daycare,Burnaby,778-882-0748,,"6669 Colborne Ave, Burnaby, BC V5E 2N7",,,,,,Y
Little Hearts Family Child Care,Burnaby,604-434-2640,facebook Little Hearts Family Child Care,"47-5955 Oakdale Rd, Burnaby, BC V5H 4S5",,,,,,Y
Little House Child Care,Burnaby,778-319-5951,,"3849 Parker St, Burnaby, BC V5C 3B5",,,,,,Y
Little Innovators Daycare,Burnaby,604-652-1117,,"8098 mckay Ave, Burnaby, BC V5J 3T5",,,,,,Y
Little Learners Family Daycare,Burnaby,778-321-5437,,"5450 Elsom Ave, Burnaby, BC V5H 2Z6",,,,,,Y
Little Masters Childcare Center,Burnaby,778-316-5010,,"1322 Whitsell Ave, Burnaby, BC V5C 5E4",Y,,,Y,,Y
Little Melody,Burnaby,778-951-8652,,"3775 Watling St, Burnaby, BC V5J 1V1",Y,Y,Y,,,Y
Little Mind Montessori,Burnaby,604-865-0986,,"7441 Ednor Cres, Burnaby, BC V5A 3Z4",,,,,,Y
Little Montessorians,Burnaby,778-898-0860,,"719 Carleton Ave, Burnaby, BC V5C 4V1",Y,Y,,,,Y
Little Neighbourhood Childcare,Burnaby,778-385-1025,,"7566 Mary Ave, Burnaby, BC V3N 3G5",,,,,,Y
Little Oak Childcare Centre (Stride Burnaby),Burnaby,778-898-6338,,"7171 Stride Ave, Burnaby, BC V3N 1T8",Y,,,Y,,Y
Little Penguin Family Child Care,Burnaby,778-926-4018,https://littlepenguinchildcare.webs.com/,"114-6044 Wilson Ave, Burnaby, BC V5H 2R7",Y,Y,,,,Y
Little Scholars Childcare Centre,Burnaby,236-518-4582,LSCHOLARS98@GMAIL.COM,"6351 Malvern Ave, Burnaby, BC V5E 3E9",Y,Y,Y,Y,Y,Y
Little Seedlings Daycare Centre,Burnaby,778-882-0887,,"7352 12Th Ave, Burnaby, BC V3N 2J9",,,,,,Y
Little Shakespeare Child Care Ltd.,Burnaby,604-715-2535,,"4181 Venables St, Burnaby, BC V5C 2Z7",,,,,,Y
Little Sparrows Academy Corporation,Burnaby,778-865-7198,,"8049 Gilley Ave, Burnaby, BC V5J 4Y6",,,,,,Y
Little Sprouts Montessori Daycare Centre,Burnaby,604-367-3696,,"4364 Moscrop St, Burnaby, BC V5G 2G2",,,,,,Y
Little Stars Daycare,Burnaby,604-430-9734,,"6026 Brantford Ave, Burnaby, BC V5E 2R7",,,,,,Y
Little Stars Daycare Centre,Burnaby,604-367-3696,,"7760 Lawrence Dr, Burnaby, BC V5A 3M9",,,,,,Y
Little Step Child Care,Burnaby,778-889-3875,,"4142 Manor St, Burnaby, BC V5G 1B1",,,,,,Y
Little Town Childcare Centre,Burnaby,604-729-6655,,"7480 Broadway, Burnaby, BC V5A 1S4",,,,,,Y
Little Town Childcare Centre - 1,Burnaby,604-729-6655,,"4378 Imperial St, Burnaby, BC V5J 1A9",,,,,,Y
Little Vine Learning Centre,Burnaby,604-566-5887,,"1005 Kensington Ave, Burnaby, BC V5B 4B8",,,,,,Y
Little Wonderland Childcare,Burnaby,778-885-9386,,"7767 12Th Ave, Burnaby, BC V3N 2K6",Y,,,Y,,Y
Lochdale Neighbourhood Care,Burnaby,604-431-0400,,"6990 Aubrey St, Burnaby, BC V5B 2E5",,,Y,,,Y
Ludus Montessori Children's House,Burnaby,604-588-3228,,"6410 Chaucer Pl, Burnaby, BC V5E 3Y5",Y,Y,,Y,Y,Y
Lulu Berry And Lime Daycare,Burnaby,236-512-8778,,"8013 16Th Ave, Burnaby, BC V3N 1R6",,,,,,Y
Madison Children's Centre,Burnaby,604-526-2522,,"4397 Buchanan St, Burnaby, BC V5C 3X7",,,,,,Y
Mama Moon Childcare Center,Burnaby,672-515-2993,www.mamamoonchildcarecentre.com,"6736 6Th St, Burnaby, BC V5E 3S7",,Y,,,,Y
Marin Learning Center,Burnaby,604-283-4088,,"5110 Marine Dr, Burnaby, BC V5J 3G6",,,,,,Y
Marlborough Early Years Care,Burnaby,604-431-0400,,"6051 Royal Oak Ave, Burnaby, BC V5H 1R5",Y,,,,,Y
Marlbrough Neighbourhood Care,Burnaby,604-431-0400,,"5151 Sanders St, Burnaby, BC V5H 1T1",,Y,Y,,,Y
Maywood Neighbourhood Care,Burnaby,604-431-0484,,"4567 Imperial St, Burnaby, BC V5J 1B7",,,Y,,,Y
Merry Land Child Care,Burnaby,604-657-8133,,"4475 Pandora Street, Burnaby, BC V5C 2B8",Y,,,Y,Y,Y
Metrotown Daycare,Burnaby,778-872-1239,,"7250 Dow Ave, Burnaby, BC V5J 3X4",,,,,,Y
Miss Jenny's,Burnaby,604-356-9975,,"7275 Newcombe St, Burnaby, BC V3N 3V4",,,,,,Y
Mom's Garden Daycare,Burnaby,604-868-5494,,"8691 Armstrong Ave, Burnaby, BC V3N 2H4",Y,Y,,,,Y
